Gene	Closest_gene	Distance
YMR070W	YMR069W	588
YMR071C	YMR073C	1003
YMR072W	YMR070W	943
YMR073C	YMR074C	163
YMR074C	YMR075C-A	2215
YMR075W	YMR072W	1862
YMR075C-A	YMR076C	143
YMR076C	YMR077C	1455
YMR077C	YMR078C	354
YMR078C	YMR080C	1984
YMR079W	YMR075W	8953
YMR080C	YMR081C	452
YMR081C	YMR082C	674
YMR082C	YMR086C-A	9901
YMR083W	YMR079W	8729
YMR084W	YMR083W	713
YMR085W	YMR084W	75
YMR086W	YMR085W	419
YMR086C-A	YMR088C	1050
YMR087W	YMR086W	437
YMR088C	YMR089C	507
YMR089C	YMR091C	1972
YMR090W	YMR087W	5864
YMR091C	YMR092C	267
YMR092C	YMR095C	3806
YMR093W	YMR090W	4087
YMR094W	YMR093W	269
YMR095C	YMR097C	1465
YMR096W	YMR094W	1147
YMR097C	YMR098C	244
YMR098C	YMR099C	1325
YMR099C	YMR101C	3618
YMR100W	YMR096W	6999
YMR101C	YMR102C	372
YMR102C	YMR103C	550
YMR103C	YMR104C	156
YMR104C	YMR105C	444
YMR105C	YMR106C	695
YMR105W-A	YMR100W	9902
YMR106C	YMR110C	10204
YMR107W	YMR105W-A	4756
YMR108W	YMR107W	723
YMR109W	YMR108W	440
YMR110C	YMR111C	412
YMR111C	YMR112C	308
YMR112C	YMR114C	1848
YMR113W	YMR109W	4753
YMR114C	YMR116C	2007
YMR115W	YMR113W	1422
YMR116C	YMR117C	562
YMR117C	YMR118C	253
YMR118C	YMR120C	4768
YMR119W	YMR115W	6124
YMR119W-A	YMR115W	7787
YMR120C	YMR121C	454
YMR121C	YMR122C	353
YMR122C	YMR126C	9686
YMR122W-A	YMR119W-A	3945
YMR123W	YMR122W-A	2024
YMR124W	YMR123W	495
YMR125W	YMR124W	252
YMR126C	YMR127C	540
YMR127C	YMR131C	9818
YMR128W	YMR125W	3250
YMR129W	YMR128W	305
YMR130W	YMR129W	302
YMR131C	YMR132C	246
YMR132C	YMR135C	3119
YMR133W	YMR130W	3180
YMR134W	YMR133W	229
YMR135C	YMR137C	2922
YMR135W-A	YMR134W	1360
YMR136W	YMR135W-A	755
YMR137C	YMR141C	4773
YMR138W	YMR136W	2274
YMR139W	YMR138W	395
YMR140W	YMR139W	477
YMR141C	YMR142C	162
YMR142C	YMR145C	3586
YMR141W-A	YMR140W	1728
YMR143W	YMR141W-A	793
YMR144W	YMR143W	459
YMR145C	YMR146C	1006
YMR146C	YMR150C	3432
YMR147W	YMR144W	4809
YMR148W	YMR147W	496
YMR149W	YMR148W	184
YMR150C	YMR153C-A	3046
YMR151W	YMR149W	650
YMR152W	YMR151W	153
YMR153W	YMR152W	242
YMR153C-A	YMR154C	90
YMR154C	YMR156C	2118
YMR155W	YMR153W	2689
YMR156C	YMR157C	261
YMR157C	YMR158C-A	1150
YMR158W	YMR155W	2054
YMR158C-A	YMR159C	1145
YMR158W-B	YMR158W	1756
YMR159C	YMR162C	4023
YMR160W	YMR158W-B	275
YMR161W	YMR160W	202
YMR162C	YMR163C	350
YMR163C	YMR164C	886
YMR164C	YMR165C	490
YMR165C	YMR166C	739
YMR166C	YMR168C	2859
YMR167W	YMR161W	16494
YMR168C	YMR169C	194
YMR169C	YMR170C	690
YMR170C	YMR171C	786
YMR171C	YMR172C-A	2308
YMR172W	YMR167W	8786
YMR172C-A	YMR174C	1948
YMR173W	YMR172W	549
YMR173W-A	YMR172W	757
YMR174C	YMR180C	11886
YMR175W	YMR173W-A	935
YMR175W-A	YMR175W	59
YMR176W	YMR175W-A	232
YMR177W	YMR176W	591
YMR178W	YMR177W	381
YMR179W	YMR178W	555
YMR180C	YMR181C	403
YMR181C	YMR182C	452
YMR182C	YMR183C	1754
YMR182W-A	YMR179W	3677
YMR183C	YMR187C	6881
YMR184W	YMR182W-A	2292
YMR185W	YMR184W	240
YMR186W	YMR185W	385
YMR187C	YMR188C	307
YMR188C	YMR190C	3911
YMR189W	YMR186W	3028
YMR190C	YMR193C-A	5814
YMR191W	YMR189W	5052
YMR192W	YMR191W	341
YMR193W	YMR192W	756
YMR193C-A	YMR194C-B	1136
YMR194W	YMR193W	333
YMR194C-B	YMR194C-A	25
YMR194C-A	YMR197C	5409
YMR195W	YMR194W	2124
YMR196W	YMR195W	659
YMR197C	YMR201C	6647
YMR198W	YMR196W	1403
YMR199W	YMR198W	1115
YMR200W	YMR199W	468
YMR201C	YMR204C	3019
YMR202W	YMR200W	2015
YMR203W	YMR202W	287
YMR204C	YMR205C	562
YMR205C	YMR207C	2427
YMR206W	YMR203W	6241
YMR207C	YMR209C	2347
YMR208W	YMR206W	7630
YMR209C	YMR212C	3411
YMR210W	YMR208W	1718
YMR211W	YMR210W	218
YMR212C	YMR216C	5768
YMR213W	YMR211W	2871
YMR214W	YMR213W	197
YMR215W	YMR214W	313
YMR216C	YMR218C	2540
YMR217W	YMR215W	3420
YMR218C	YMR221C	7044
YMR219W	YMR217W	3766
YMR220W	YMR219W	207
YMR221C	YMR222C	193
YMR222C	YMR224C	2266
YMR223W	YMR220W	3044
YMR224C	YMR225C	307
YMR225C	YMR226C	190
YMR226C	YMR227C	217
YMR227C	YMR229C	1549
YMR228W	YMR223W	6496
YMR229C	YMR235C	10389
YMR230W	YMR228W	6763
YMR230W-A	YMR230W	127
YMR231W	YMR230W-A	89
YMR232W	YMR231W	292
YMR233W	YMR232W	226
YMR234W	YMR233W	401
YMR235C	YMR239C	5527
YMR236W	YMR234W	1659
YMR237W	YMR236W	305
YMR238W	YMR237W	430
YMR239C	YMR240C	253
YMR240C	YMR242C	1985
YMR241W	YMR238W	4232
YMR242C	YMR243C	1096
YMR242W-A	YMR241W	1392
YMR243C	YMR244C-A	2351
YMR244W	YMR242W-A	2864
YMR244C-A	YMR247C	4520
YMR245W	YMR244W	246
YMR246W	YMR245W	624
YMR247C	YMR252C	7276
YMR247W-A	YMR246W	7392
YMR250W	YMR247W-A	1375
YMR251W	YMR250W	357
YMR251W-A	YMR251W	737
YMR252C	YMR253C	227
YMR253C	YMR254C	425
YMR254C	YMR256C	1022
YMR255W	YMR251W-A	3070
YMR256C	YMR257C	502
YMR257C	YMR258C	589
YMR258C	YMR259C	340
YMR259C	YMR260C	495
YMR260C	YMR261C	366
YMR261C	YMR265C	3171
YMR262W	YMR255W	15159
YMR263W	YMR262W	252
YMR264W	YMR263W	281
YMR265C	YMR268C	4963
YMR266W	YMR264W	2102
YMR267W	YMR266W	393
YMR268C	YMR270C	1104
YMR269W	YMR267W	1752
YMR270C	YMR271C	442
YMR271C	YMR272C	2075
YMR272C	YMR273C	456
YMR272W-A	YMR269W	5375
YMR272W-B	YMR272W-A	510
YMR273C	YMR274C	384
YMR274C	YMR275C	340
YMR275C	YMR279C	6148
YMR276W	YMR272W-B	7631
YMR277W	YMR276W	308
YMR278W	YMR277W	309
YMR279C	YMR280C	677
YMR280C	YMR282C	2027
YMR281W	YMR278W	7708
YMR282C	YMR283C	228
YMR283C	YMR285C	3277
YMR284W	YMR281W	4934
YMR285C	YMR287C	745
YMR286W	YMR284W	1947
YMR287C	YMR290C	4729
YMR288W	YMR286W	3369
YMR289W	YMR288W	199
YMR290C	YMR293C	3808
YMR290W-A	YMR289W	1613
YMR291W	YMR290W-A	861
YMR292W	YMR291W	405
YMR293C	YMR295C	1504
YMR294W	YMR292W	1673
YMR294W-A	YMR294W	122
YMR295C	YMR296C	325
YMR296C	YMR299C	3521
YMR297W	YMR294W-A	3354
YMR298W	YMR297W	299
YMR299C	YMR300C	209
YMR300C	YMR301C	464
YMR301C	YMR302C	446
YMR302C	YMR303C	666
YMR303C	YMR304C-A	4443
YMR304W	YMR298W	10716
YMR304C-A	YMR306C-A	7053
YMR305C	YMR306C-A	5951
YMR306W	YMR304W	2480
YMR306C-A	YMR307C-A	1159
YMR307W	YMR306W	487
YMR307C-A	YMR308C	1027
YMR308C	YMR309C	767
YMR309C	YMR310C	290
YMR310C	YMR311C	245
YMR311C	YMR313C	1776
YMR312W	YMR307W	9723
YMR313C	YMR316C-A	4355
YMR314W	YMR312W	2483
YMR315W	YMR314W	387
YMR315W-A	YMR315W	437
YMR316W	YMR315W-A	432
YMR316C-A	YMR316C-B	1348
YMR316C-B	YMR318C	3432
YMR317W	YMR316W	1529
YMR318C	YMR319C	737
YMR319C	YMR321C	3041
YMR320W	YMR317W	5960
YMR321C	YMR322C	470
YMR322C	YMR324C	3123
YMR323W	YMR320W	3037
YMR324C	YMR326C	1050
YMR325W	YMR323W	1240
YNL339C	YNL334C	6110
YNL339W-A	YNL339W-B	301
YNL338W	YNL339W-A	4469
YNL337W	YNL338W	446
YNL336W	YNL337W	911
YNL335W	YNL336W	1977
YNL334C	YNL331C	3242
YNL333W	YNL335W	1138
YNL332W	YNL333W	669
YNL331C	YNL330C	753
YNL330C	YNL329C	239
YNL329C	YNL328C	201
YNL328C	YNL326C	4063
YNL327W	YNL332W	8194
YNL326C	YNL325C	392
YNL325C	YNL322C	1916
YNL324W	YNL327W	3877
YNL323W	YNL324W	499
YNL322C	YNL318C	4472
YNL321W	YNL323W	1508
YNL320W	YNL321W	278
YNL319W	YNL320W	88
YNL318C	YNL316C	1742
YNL317W	YNL319W	1537
YNL316C	YNL315C	249
YNL315C	YNL313C	1028
YNL314W	YNL317W	2431
YNL313C	YNL311C	1375
YNL312W	YNL314W	3073
YNL311C	YNL310C	219
YNL310C	YNL308C	1691
YNL309W	YNL312W	3446
YNL308C	YNL307C	549
YNL307C	YNL305C	1325
YNL306W	YNL309W	4231
YNL305C	YNL302C	2167
YNL304W	YNL306W	1489
YNL303W	YNL306W	2702
YNL302C	YNL301C	627
YNL301C	YNL297C	7111
YNL300W	YNL303W	3887
YNL299W	YNL300W	465
YNL298W	YNL299W	470
YNL297C	YNL294C	2076
YNL296W	YNL298W	4830
YNL295W	YNL296W	359
YNL294C	YNL291C	3909
YNL293W	YNL295W	2120
YNL292W	YNL293W	265
YNL291C	YNL284C	17319
YNL290W	YNL292W	2201
YNL289W	YNL290W	657
YNL288W	YNL289W	1567
YNL287W	YNL288W	570
YNL286W	YNL287W	422
YNL285W	YNL286W	93
YNL284C	YNL283C	1082
YNL283C	YNL280C	2400
YNL282W	YNL285W	11143
YNL281W	YNL282W	193
YNL280C	YNL276C	8020
YNL279W	YNL281W	1989
YNL278W	YNL279W	369
YNL277W-A	YNL278W	226
YNL277W	YNL277W-A	482
YNL276C	YNL274C	2292
YNL275W	YNL277W	459
YNL274C	YNL272C	4635
YNL273W	YNL275W	1885
YNL272C	YNL271C	438
YNL271C	YNL270C	557
YNL270C	YNL265C	6619
YNL269W	YNL273W	11100
YNL268W	YNL269W	456
YNL267W	YNL268W	493
YNL266W	YNL267W	167
YNL265C	YNL264C	282
YNL264C	YNL263C	281
YNL263C	YNL260C	9019
YNL262W	YNL266W	3548
YNL261W	YNL262W	220
YNL260C	YNL259C	189
YNL259C	YNL258C	244
YNL258C	YNL257C	258
YNL257C	YNL255C	3009
YNL256W	YNL261W	8084
YNL255C	YNL254C	253
YNL254C	YNL252C	2193
YNL253W	YNL256W	2921
YNL252C	YNL251C	302
YNL251C	YNL249C	5079
YNL250W	YNL253W	4124
YNL249C	YNL248C	339
YNL248C	YNL245C	3738
YNL247W	YNL250W	3527
YNL246W	YNL247W	282
YNL245C	YNL244C	285
YNL244C	YNL241C	8930
YNL243W	YNL246W	1702
YNL242W	YNL243W	367
YNL241C	YNL240C	559
YNL240C	YNL235C	9571
YNL239W	YNL242W	4467
YNL238W	YNL239W	495
YNL237W	YNL238W	316
YNL236W	YNL237W	363
YNL235C	YNL231C	6008
YNL234W	YNL236W	379
YNL233W	YNL234W	409
YNL232W	YNL233W	323
YNL231C	YNL230C	481
YNL230C	YNL229C	475
YNL229C	YNL227C	458
YNL228W	YNL232W	4844
YNL227C	YNL225C	293
YNL226W	YNL228W	818
YNL225C	YNL224C	327
YNL224C	YNL221C	3969
YNL223W	YNL226W	4721
YNL222W	YNL223W	240
YNL221C	YNL219C	2301
YNL220W	YNL222W	4699
YNL219C	YNL213C	8797
YNL218W	YNL220W	2524
YNL217W	YNL218W	330
YNL216W	YNL217W	378
YNL215W	YNL216W	296
YNL214W	YNL215W	187
YNL213C	YNL211C	2951
YNL212W	YNL214W	1245
YNL211C	YNL206C	6473
YNL210W	YNL212W	1122
YNL209W	YNL210W	316
YNL208W	YNL209W	518
YNL207W	YNL208W	336
YNL206C	YNL204C	220
YNL205C	YNL203C	862
YNL204C	YNL203C	162
YNL203C	YNL201C	577
YNL202W	YNL207W	2948
YNL201C	YNL200C	510
YNL200C	YNL199C	473
YNL199C	YNL197C	1078
YNL198C	YNL197C	792
YNL197C	YNL196C	682
YNL196C	YNL195C	352
YNL195C	YNL194C	402
YNL194C	YNL185C	18578
YNL193W	YNL202W	13912
YNL192W	YNL193W	458
YNL191W	YNL192W	535
YNL190W	YNL191W	890
YNL189W	YNL190W	1251
YNL188W	YNL189W	420
YNL187W	YNL188W	385
YNL186W	YNL187W	431
YNL185C	YNL183C	468
YNL184C	YNL183C	254
YNL183C	YNL182C	451
YNL182C	YNL180C	2027
YNL181W	YNL186W	6459
YNL180C	YNL179C	17
YNL179C	YNL177C	2583
YNL178W	YNL181W	3122
YNL177C	YNL176C	455
YNL176C	YNL175C	421
YNL175C	YNL173C	345
YNL174W	YNL178W	4672
YNL173C	YNL171C	5572
YNL172W	YNL174W	1990
YNL171C	YNL169C	172
YNL170W	YNL172W	96
YNL169C	YNL168C	359
YNL168C	YNL167C	607
YNL167C	YNL166C	860
YNL166C	YNL164C	1700
YNL165W	YNL170W	7459
YNL164C	YNL163C	421
YNL163C	YNL159C	8405
YNL162W-A	YNL165W	5277
YNL162W	YNL162W-A	775
YNL161W	YNL162W	443
YNL160W	YNL161W	1678
YNL159C	YNL156C	1722
YNL158W	YNL160W	2003
YNL157W	YNL158W	144
YNL156C	YNL154C	1668
YNL155W	YNL157W	1658
YNL154C	YNL153C	393
YNL153C	YNL151C	1708
YNL152W	YNL155W	2973
YNL151C	YNL149C	846
YNL150W	YNL152W	1709
YNL149C	YNL148C	151
YNL148C	YNL146C-A	715
YNL147W	YNL150W	1282
YNL146C-A	YNL144C	1240
YNL146W	YNL147W	332
YNL145W	YNL146W	397
YNL144C	YNL143C	1752
YNL144W-A	YNL145W	531
YNL143C	YNL140C	3731
YNL142W	YNL144W-A	4309
YNL141W	YNL142W	644
YNL140C	YNL137C	7109
YNL139C	YNL137C	2878
YNL138W-A	YNL141W	5394
YNL138W	YNL138W-A	329
YNL137C	YNL135C	1827
YNL136W	YNL138W	2047
YNL135C	YNL134C	225
YNL134C	YNL133C	590
YNL133C	YNL130C	4866
YNL132W	YNL136W	3676
YNL131W	YNL132W	276
YNL130C	YNL130C-A	414
YNL130C-A	YNL125C	8755
YNL129W	YNL131W	2255
YNL128W	YNL129W	157
YNL127W	YNL128W	324
YNL126W	YNL127W	379
YNL125C	YNL122C	5856
YNL124W	YNL126W	3125
YNL123W	YNL124W	315
YNL122C	YNL121C	314
YNL121C	YNL120C	496
YNL120C	YNL118C	1134
YNL119W	YNL123W	3362
YNL118C	YNL115C	4555
YNL117W	YNL119W	3837
YNL116W	YNL117W	319
YNL115C	YNL114C	631
YNL114C	YNL111C	3885
YNL113W	YNL116W	2862
YNL112W	YNL113W	440
YNL111C	YNL110C	524
YNL110C	YNL108C	526
YNL109W	YNL112W	2683
YNL108C	YNL106C	1118
YNL107W	YNL109W	589
YNL106C	YNL104C	400
YNL105W	YNL107W	3377
YNL104C	YNL099C	11813
YNL103W-A	YNL105W	2136
YNL103W	YNL103W-A	927
YNL102W	YNL103W	334
YNL101W	YNL102W	506
YNL100W	YNL101W	473
YNL099C	YNL098C	319
YNL098C	YNL097C-B	227
YNL097C-B	YNL097C	447
YNL097C	YNL096C	1040
YNL097W-A	YNL100W	3114
YNL096C	YNL095C	597
YNL095C	YNL089C	9853
YNL094W	YNL097W-A	6025
YNL093W	YNL094W	494
YNL092W	YNL093W	341
YNL091W	YNL092W	335
YNL090W	YNL091W	435
YNL089C	YNL084C	12884
YNL088W	YNL090W	561
YNL087W	YNL088W	421
YNL086W	YNL087W	387
YNL085W	YNL086W	489
YNL084C	YNL081C	5086
YNL083W	YNL085W	1754
YNL082W	YNL083W	530
YNL081C	YNL080C	313
YNL080C	YNL079C	534
YNL079C	YNL074C	7601
YNL078W	YNL082W	3756
YNL077W	YNL078W	400
YNL076W	YNL077W	579
YNL075W	YNL076W	297
YNL074C	YNL069C	5832
YNL073W	YNL075W	1907
YNL072W	YNL073W	201
YNL071W	YNL072W	283
YNL070W	YNL071W	395
YNL069C	YNL068C	700
YNL068C	YNL064C	7579
YNL067W-A	YNL070W	4990
YNL067W-B	YNL067W-A	733
YNL067W	YNL067W-B	124
YNL066W	YNL067W	1259
YNL065W	YNL066W	947
YNL064C	YNL062C	1679
YNL063W	YNL065W	2274
YNL062C	YNL059C	2456
YNL061W	YNL063W	1838
YNL059C	YNL058C	828
YNL058C	YNL055C	1281
YNL057W	YNL061W	4007
YNL056W	YNL057W	514
YNL055C	YNL050C	15234
YNL054W	YNL056W	8244
YNL053W	YNL054W	359
YNL052W	YNL053W	314
YNL051W	YNL052W	473
YNL050C	YNL049C	299
YNL049C	YNL047C	2000
YNL048W	YNL051W	4303
YNL047C	YNL043C	3708
YNL046W	YNL048W	2485
YNL045W	YNL046W	141
YNL044W	YNL045W	290
YNL043C	YNL041C	3559
YNL042W-B	YNL044W	1236
YNL042W	YNL042W-B	730
YNL041C	YNL037C	5933
YNL040W	YNL042W	4090
YNL039W	YNL040W	298
YNL038W	YNL039W	188
YNL037C	YNL035C	9520
YNL036W	YNL038W	2031
YNL035C	YNL031C	5949
YNL034W	YNL036W	9998
YNL033W	YNL034W	684
YNL032W	YNL033W	653
YNL031C	YNL029C	1155
YNL030W	YNL032W	1376
YNL029C	YNL025C	5547
YNL028W	YNL030W	1641
YNL027W	YNL028W	584
YNL026W	YNL027W	304
YNL025C	YNL024C-A	1311
YNL024C-A	YNL024C	287
YNL024C	YNL023C	416
YNL023C	YNL022C	267
YNL022C	YNL020C	2724
YNL021W	YNL026W	9853
YNL020C	YNL019C	837
YNL019C	YNL018C	706
YNL018C	YNL017C	364
YNL017C	YNL013C	6657
YNL016W	YNL021W	7560
YNL015W	YNL016W	1116
YNL014W	YNL015W	708
YNL013C	YNL011C	2326
YNL012W	YNL014W	233
YNL011C	YNL008C	3041
YNL010W	YNL012W	1970
YNL009W	YNL010W	461
YNL008C	YNL007C	266
YNL007C	YNL005C	1748
YNL006W	YNL009W	3984
YNL005C	YNL003C	2547
YNL004W	YNL006W	1937
YNL003C	YNL002C	345
YNL002C	YNR001C	2480
YNL001W	YNL004W	2835
YNR001C	YNR002C	1947
YNR001W-A	YNL001W	2647
YNR002C	YNR003C	488
YNR003C	YNR005C	1634
YNR003W-A	YNR001W-A	2939
YNR004W	YNR003W-A	1425
YNR005C	YNR007C	1847
YNR006W	YNR004W	603
YNR007C	YNR011C	4206
YNR008W	YNR006W	1542
YNR009W	YNR008W	309
YNR010W	YNR009W	305
YNR011C	YNR013C	2078
YNR012W	YNR010W	3239
YNR013C	YNR016C	2961
YNR014W	YNR012W	3528
YNR015W	YNR014W	284
YNR016C	YNR020C	6036
YNR017W	YNR015W	8372
YNR018W	YNR017W	689
YNR019W	YNR018W	395
YNR020C	YNR022C	1552
YNR021W	YNR019W	1110
YNR022C	YNR025C	2509
YNR023W	YNR021W	827
YNR024W	YNR023W	291
YNR025C	YNR026C	213
YNR026C	YNR029C	2510
YNR027W	YNR024W	1954
YNR028W	YNR027W	301
YNR029C	YNR031C	2206
YNR030W	YNR028W	1696
YNR031C	YNR032C-A	1810
YNR032W	YNR030W	5556
YNR032C-A	YNR035C	5555
YNR033W	YNR032W	519
YNR034W	YNR033W	323
YNR034W-A	YNR034W	1275
YNR035C	YNR036C	314
YNR036C	YNR037C	230
YNR037C	YNR039C	2287
YNR038W	YNR034W-A	2738
YNR039C	YNR041C	1110
YNR040W	YNR038W	2206
YNR041C	YNR049C	11364
YNR042W	YNR040W	778
YNR043W	YNR042W	229
YNR044W	YNR043W	614
YNR045W	YNR044W	263
YNR046W	YNR045W	180
YNR047W	YNR046W	328
YNR048W	YNR047W	426
YNR049C	YNR050C	393
YNR050C	YNR051C	1392
YNR051C	YNR052C	1019
YNR052C	YNR053C	473
YNR053C	YNR054C	244
YNR054C	YNR055C	4120
YNR055C	YNR056C	1432
YNR056C	YNR057C	53
YNR057C	YNR061C	8812
YNR058W	YNR048W	21480
YNR059W	YNR058W	1070
YNR060W	YNR059W	1406
YNR061C	YNR062C	820
YNR062C	YNR064C	3793
YNR063W	YNR060W	4833
YNR064C	YNR065C	342
YNR065C	YNR066C	25
YNR066C	YNR067C	711
YNR067C	YNR068C	968
YNR068C	YNR069C	238
YNR069C	YNR071C	7848
YNR070W	YNR063W	16609
YNR071C	YNR073C	3324
YNR072W	YNR070W	3281
YNR073C	YNR074C	1302
YNR074C	YNR075C-A	2773
YNR075W	YNR072W	5565
YNR075C-A	YNR077C	1684
YNR076W	YNR075W	878
YOL166C	YOL165C	309
YOL165C	YOL161C	9471
YOL164W-A	YOL166W-A	3390
YOL164W	YOL164W-A	1863
YOL163W	YOL164W	1482
YOL162W	YOL163W	13
YOL161C	YOL159C-A	3322
YOL160W	YOL162W	3547
YOL159C-A	YOL159C	1776
YOL159C	YOL158C	1695
YOL158C	YOL157C	1214
YOL157C	YOL155C	4409
YOL156W	YOL160W	10619
YOL155W-A	YOL156W	108
YOL155C	YOL150C	12867
YOL154W	YOL155W-A	7440
YOL152W	YOL154W	5341
YOL151W	YOL152W	1084
YOL150C	YOL148C	976
YOL149W	YOL151W	216
YOL148C	YOL147C	359
YOL147C	YOL145C	912
YOL146W	YOL149W	3231
YOL145C	YOL143C	1807
YOL144W	YOL146W	3650
YOL143C	YOL139C	5279
YOL142W	YOL144W	1006
YOL141W	YOL142W	172
YOL140W	YOL141W	220
YOL139C	YOL138C	301
YOL138C	YOL136C	2211
YOL137W	YOL140W	5591
YOL136C	YOL135C	622
YOL135C	YOL134C	112
YOL134C	YOL128C	7807
YOL133W	YOL137W	3211
YOL132W	YOL133W	610
YOL131W	YOL132W	316
YOL130W	YOL131W	1043
YOL129W	YOL130W	581
YOL128C	YOL126C	2308
YOL127W	YOL129W	2234
YOL126C	YOL124C	2536
YOL125W	YOL127W	2644
YOL124C	YOL122C	2935
YOL123W	YOL125W	2580
YOL122C	YOL121C	607
YOL121C	YOL120C	545
YOL120C	YOL119C	454
YOL119C	YOL118C	247
YOL118C	YOL114C	6401
YOL117W	YOL123W	8103
YOL116W	YOL117W	321
YOL115W	YOL116W	518
YOL114C	YOL111C	4333
YOL113W	YOL115W	1097
YOL112W	YOL113W	417
YOL111C	YOL108C	2535
YOL110W	YOL112W	988
YOL109W	YOL110W	408
YOL108C	YOL105C	2252
YOL107W	YOL109W	1464
YOL106W	YOL107W	96
YOL105C	YOL104C	588
YOL104C	YOL102C	8543
YOL103W	YOL106W	10422
YOL102C	YOL101C	293
YOL101C	YOL099C	4097
YOL100W	YOL103W	3407
YOL099C	YOL098C	217
YOL098C	YOL097C	689
YOL097W-A	YOL100W	3738
YOL097C	YOL096C	282
YOL096C	YOL095C	182
YOL095C	YOL094C	237
YOL094C	YOL089C	7843
YOL093W	YOL097W-A	6410
YOL092W	YOL093W	508
YOL091W	YOL092W	204
YOL090W	YOL091W	219
YOL089C	YOL088C	422
YOL088C	YOL087C	542
YOL087C	YOL086C	911
YOL086W-A	YOL090W	8897
YOL086C	YOL085C	1079
YOL085W-A	YOL086W-A	2134
YOL085C	YOL083C-A	4447
YOL084W	YOL085W-A	565
YOL083W	YOL084W	383
YOL083C-A	YOL080C	13957
YOL082W	YOL083W	1775
YOL081W	YOL082W	1096
YOL080C	YOL077C	4421
YOL079W	YOL081W	748
YOL078W	YOL079W	227
YOL077W-A	YOL078W	226
YOL077C	YOL075C	2935
YOL076W	YOL077W-A	1380
YOL075C	YOL073C	290
YOL073C	YOL070C	2420
YOL072W	YOL076W	5556
YOL071W	YOL072W	170
YOL070C	YOL068C	1643
YOL069W	YOL071W	1947
YOL068C	YOL067C	106
YOL067C	YOL066C	178
YOL066C	YOL065C	260
YOL065C	YOL064C	218
YOL064C	YOL063C	216
YOL063C	YOL062C	255
YOL062C	YOL060C	2022
YOL061W	YOL069W	11947
YOL060C	YOL055C	8283
YOL059W	YOL061W	3392
YOL058W	YOL059W	763
YOL057W	YOL058W	294
YOL056W	YOL057W	366
YOL055C	YOL052C-A	5495
YOL054W	YOL056W	4435
YOL053W	YOL054W	251
YOL052C-A	YOL052C	691
YOL052C	YOL050C	4246
YOL051W	YOL053W	3668
YOL050C	YOL048C	2002
YOL049W	YOL051W	434
YOL048C	YOL047C	304
YOL047C	YOL046C	719
YOL046C	YOL043C	4252
YOL045W	YOL049W	3403
YOL044W	YOL045W	348
YOL043C	YOL041C	1733
YOL042W	YOL044W	1524
YOL041C	YOL040C	503
YOL040C	YOL038C-A	1349
YOL039W	YOL042W	3381
YOL038C-A	YOL037C	1645
YOL038W	YOL039W	720
YOL037C	YOL035C	1784
YOL036W	YOL038W	644
YOL035C	YOL031C	7159
YOL034W	YOL036W	893
YOL033W	YOL034W	271
YOL032W	YOL033W	344
YOL031C	YOL029C	2286
YOL030W	YOL032W	2018
YOL029C	YOL028C	213
YOL028C	YOL027C	633
YOL027C	YOL026C	288
YOL026C	YOL022C	5919
YOL025W	YOL030W	5316
YOL024W	YOL025W	147
YOL023W	YOL024W	452
YOL022C	YOL021C	923
YOL021C	YOL018C	5455
YOL020W	YOL023W	6086
YOL019W-A	YOL020W	470
YOL019W	YOL019W-A	326
YOL018C	YOL016C	2703
YOL017W	YOL019W	1976
YOL016C	YOL013C	5260
YOL015W	YOL017W	2405
YOL014W	YOL015W	855
YOL013W-B	YOL014W	623
YOL013W-A	YOL013W-B	67
YOL013C	YOL012C	544
YOL012C	YOL009C	5341
YOL011W	YOL013W-A	4111
YOL010W	YOL011W	529
YOL009C	YOL007C	1203
YOL008W	YOL010W	1271
YOL007C	YOL006C	711
YOL006C	YOL005C	426
YOL005C	YOL003C	5683
YOL004W	YOL008W	6003
YOL003C	YOL002C	417
YOL002C	YOR005C	10145
YOL001W	YOL004W	3701
YOR001W	YOL001W	702
YOR002W	YOR001W	384
YOR003W	YOR002W	404
YOR004W	YOR003W	701
YOR005C	YOR006C	337
YOR006C	YOR007C	317
YOR007C	YOR008C	1300
YOR008C	YOR008C-A	443
YOR008C-A	YOR010C	3114
YOR008W-B	YOR004W	9573
YOR009W	YOR008W-B	305
YOR010C	YOR016C	13511
YOR011W	YOR009W	3881
YOR011W-A	YOR011W	1789
YOR012W	YOR011W-A	685
YOR013W	YOR011W-A	893
YOR014W	YOR013W	453
YOR015W	YOR014W	46
YOR016C	YOR020C	9440
YOR017W	YOR015W	1060
YOR018W	YOR017W	555
YOR019W	YOR018W	1245
YOR020C	YOR021C	1954
YOR020W-A	YOR019W	1366
YOR021C	YOR022C	271
YOR022C	YOR023C	155
YOR023C	YOR028C	5821
YOR024W	YOR020W-A	5890
YOR025W	YOR024W	49
YOR026W	YOR025W	219
YOR027W	YOR026W	247
YOR028C	YOR032C	5351
YOR029W	YOR027W	1778
YOR030W	YOR029W	1890
YOR032C	YOR033C	1341
YOR032W-A	YOR030W	3492
YOR033C	YOR034C	313
YOR034C	YOR034C-A	340
YOR034C-A	YOR035C	67
YOR035C	YOR038C	2657
YOR036W	YOR032W-A	7972
YOR037W	YOR036W	341
YOR038C	YOR041C	2970
YOR039W	YOR037W	3113
YOR040W	YOR039W	520
YOR041C	YOR046C	5670
YOR042W	YOR040W	504
