ORF	gene_systematic_id_with_prefix	gene_name	chromosome_id	gene_product	uniprot_id	gene_type	synonyms	length.CDS	length.UTR5	length.UTR3	length.UTR5.Est	length.UTR3.Est	LengthTxEst
SPAP14E8.02	PomBase:SPAP14E8.02	tos4	chromosome_1	chromatin binding FHA domain protein Tos4	Q9P7G6	protein coding gene	NA	1701	413	152	413	152	2266
SPAP14E8.03	PomBase:SPAP14E8.03	bos1	chromosome_1	SNARE Bos1	Q9P7G5	protein coding gene	NA	708	21	607	21	607	1336
SPAP14E8.04	PomBase:SPAP14E8.04	oma1	chromosome_1	metallopeptidase Oma1	Q9P7G4	protein coding gene	ppp53	1014	88	162	88	162	1264
SPAP14E8.05c	PomBase:SPAP14E8.05c	NA	chromosome_1	mitochondrial protoporphyrinogen IX importer	Q9P7G3	protein coding gene	NA	306	43	215	43	215	564
SPAP19A11.05c	PomBase:SPAP19A11.05c	mrp7	chromosome_2	mitochondrial ribosomal protein subunit L27	Q9HDV5	protein coding gene	SPBP19A11.05c	462	136	684	136	684	1282
SPAP27G11.02	PomBase:SPAP27G11.02	mgr3	chromosome_1	mitochondrial inner membrane i-AAA protease complex TPR repeat subunit Mgr3	Q9P7N6	protein coding gene	NA	1071	67	70	67	70	1208
SPAP27G11.03	PomBase:SPAP27G11.03	cdc123	chromosome_1	translation initiation factor eIF2 assembly protein	Q9P7N5	protein coding gene	NA	960	69	101	69	101	1130
SPAP27G11.04c	PomBase:SPAP27G11.04c	tad3	chromosome_1	tRNA specific adenosine deaminase subunit Tad3	Q9P7N4	protein coding gene	NA	948	13	260	13	260	1221
SPAP27G11.05c	PomBase:SPAP27G11.05c	vps41	chromosome_1	HOPS complex subunit Vps41	Q9P7N3	protein coding gene	NA	2616	159	227	159	227	3002
SPAP27G11.06c	PomBase:SPAP27G11.06c	vas2	chromosome_1	AP-1 adaptor complex sigma subunit Aps1	Q9P7N2	protein coding gene	aps1	489	215	50	215	50	754
SPAP27G11.07c	PomBase:SPAP27G11.07c	bud32	chromosome_1	EKC/KEOPS complex associated ATPase Bud32	Q9P7N1	protein coding gene	NA	717	30	130	30	130	877
SPAP27G11.08c	PomBase:SPAP27G11.08c	meu32	chromosome_1	Schizosaccharomyces specific protein Meu32	Q9P7N0	protein coding gene	mug11	1179	20	NA	20	261	1460
SPAP27G11.09c	PomBase:SPAP27G11.09c	rib1	chromosome_1	GTP cyclohydrolase Rib1	Q9P7M9	protein coding gene	NA	981	97	528	97	528	1606
SPAP27G11.10c	PomBase:SPAP27G11.10c	nup184	chromosome_1	nucleoporin Nup184	Q9P7M8	protein coding gene	NA	4887	106	134	106	134	5127
SPAP27G11.11c	PomBase:SPAP27G11.11c	NA	chromosome_1	dubious	Q9P7M7	protein coding gene	NA	222	NA	NA	97	261	580
SPAP27G11.12	PomBase:SPAP27G11.12	NA	chromosome_1	human HID1 ortholog 1, possible Golgi protein (by similarity)	Q9P7M6	protein coding gene	NA	2394	744	90	744	90	3228
SPAP27G11.13c	PomBase:SPAP27G11.13c	nop10	chromosome_1	box H/ACA snoRNP complex protein	Q9P7M5	protein coding gene	NA	195	NA	147	97	147	439
SPAP27G11.14c	PomBase:SPAP27G11.14c	NA	chromosome_1	Schizosaccharomyces pombe specific protein	Q9P7M4	protein coding gene	NA	2070	139	346	139	346	2555
SPAP27G11.15	PomBase:SPAP27G11.15	slx1	chromosome_1	structure-specific endonuclease catalytic subunit Slx1	Q9P7M3	protein coding gene	NA	816	336	1563	336	1563	2715
SPAP27G11.16	PomBase:SPAP27G11.16	NA	chromosome_1	dubious, TSS is downstream of MET, relates to 5'UTR of adjacent gene	Q9C109	protein coding gene	NA	315	NA	NA	97	261	673
SPAP32A8.02	PomBase:SPAP32A8.02	NA	chromosome_1	xylose and arabinose reductase	Q9C1X5	protein coding gene	NA	852	268	2714	268	2714	3834
SPAP32A8.03c	PomBase:SPAP32A8.03c	bop1	chromosome_1	ubiquitin-protein ligase E3, human RNF126 ortholog	Q9C1X4	protein coding gene	NA	1542	79	280	79	280	1901
SPAP4C9.02	PomBase:SPAP4C9.02	emc5	chromosome_1	ER membrane protein complex subunit Emc5	C6Y4A7	protein coding gene	NA	321	56	414	56	414	791
SPAP7G5.02c	PomBase:SPAP7G5.02c	gua2	chromosome_1	GMP synthase [glutamine-hydrolyzing] Gua2	Q9P772	protein coding gene	NA	1620	114	145	114	145	1879
SPAP7G5.03	PomBase:SPAP7G5.03	prm1	chromosome_1	conjugation protein Prm1	Q9P771	protein coding gene	NA	2112	271	4473	271	4473	6856
SPAP7G5.04c	PomBase:SPAP7G5.04c	lys1	chromosome_1	aminoadipate-semialdehyde dehydrogenase	P40976	protein coding gene	NA	4260	28	86	28	86	4374
SPAP7G5.05	PomBase:SPAP7G5.05	rpl1002	chromosome_1	60S ribosomal protein L10	Q9P769	protein coding gene	rpl10-2,rpl10	666	18	77	18	77	761
SPAP7G5.06	PomBase:SPAP7G5.06	per1	chromosome_1	plasma membrane amino acid transmembrane transporter Per1	Q9P768	protein coding gene	NA	1752	254	283	254	283	2289
SPAP8A3.02c	PomBase:SPAP8A3.02c	ofd2	chromosome_1	histone H2A dioxygenase Ofd2	Q9UT12	protein coding gene	NA	678	149	343	149	343	1170
SPAP8A3.03	PomBase:SPAP8A3.03	zip3	chromosome_1	ER zinc exporter, ZIP family Zip3	Q9UT11	protein coding gene	zrt2	1362	64	228	64	228	1654
SPAP8A3.04c	PomBase:SPAP8A3.04c	hsp9	chromosome_1	plasma membrane heat shock protein Hsp9	P50519	protein coding gene	scf1	207	71	442	71	442	720
SPAP8A3.05	PomBase:SPAP8A3.05	ski7	chromosome_1	Ski complex/exosome interacting GTPase Ski7	Q9UT10	protein coding gene	NA	2088	146	269	146	269	2503
SPAP8A3.06	PomBase:SPAP8A3.06	uaf2	chromosome_1	U2 small nuclear RNA auxiliary factor small subunit, U2AF-23	Q09176	protein coding gene	ods2	651	17	174	17	174	842
SPAP8A3.07c	PomBase:SPAP8A3.07c	NA	chromosome_1	phospho-2-dehydro-3-deoxyheptonate aldolase	Q9UT09	protein coding gene	NA	1119	115	334	115	334	1568
SPAP8A3.08	PomBase:SPAP8A3.08	cdc4	chromosome_1	myosin II essential light chain	Q09196	protein coding gene	NA	426	30	1151	30	1151	1607
SPAP8A3.09c	PomBase:SPAP8A3.09c	paa1	chromosome_1	serine/threonine protein phosphatase PP2A scaffold subunit Paa1	Q9UT08	protein coding gene	NA	1773	74	423	74	423	2270
SPAP8A3.10	PomBase:SPAP8A3.10	ups1	chromosome_1	mitochondrial phosphatidic acid transfer protein Ups1	Q9UT07	protein coding gene	NA	516	105	47	105	47	668
SPAP8A3.11c	PomBase:SPAP8A3.11c	mtg2	chromosome_1	mitochondrial translation factor (GTPase) Mtg2	Q9UT06	protein coding gene	NA	1260	110	81	110	81	1451
SPAP8A3.12c	PomBase:SPAP8A3.12c	tpp2	chromosome_1	tripeptidyl-peptidase II Tpp2	Q9UT05	protein coding gene	ppp62	3657	70	134	70	134	3861
SPAP8A3.13c	PomBase:SPAP8A3.13c	gid10	chromosome_1	GID complex subunit Gid10	Q9UT04	protein coding gene	NA	1644	752	67	752	67	2463
SPAP8A3.14c	PomBase:SPAP8A3.14c	sls1	chromosome_1	mitochondrial inner membrane protein Sls1	Q9UT03	protein coding gene	NA	2034	96	179	96	179	2309
SPAPB15E9.01c	PomBase:SPAPB15E9.01c	pfl2	chromosome_1	cell surface glycoprotein, flocculin Pfl2	Q8TFG9	protein coding gene	SPAPB18E9.06c	3111	1063	206	1063	206	4380
SPAPB15E9.02c	PomBase:SPAPB15E9.02c	NA	chromosome_1	dubious	Q8TFG8	protein coding gene	NA	567	NA	48	97	48	712
SPAPB15E9.03c	PomBase:SPAPB15E9.03c	Tf2-5	chromosome_1	retrotransposable element/transposon Tf2-type	P0CT38	protein coding gene	NA	4002	NA	NA	97	261	4360
SPAPB15E9.06	PomBase:SPAPB15E9.06	NA	chromosome_1	dubious	G2TRN3	protein coding gene	NA	270	NA	833	97	833	1200
SPAPB17E12.02	PomBase:SPAPB17E12.02	yip12	chromosome_1	SMN complex subunit Yip12/Gem2	P0CU09	protein coding gene	yip1,yip1-b	708	NA	110	97	110	915
SPAPB17E12.03	PomBase:SPAPB17E12.03	pex12	chromosome_1	peroxisomal ubiquitin-protein ligase E3 Pex12	Q8TFH8	protein coding gene	NA	1032	35	930	35	930	1997
SPAPB17E12.04c	PomBase:SPAPB17E12.04c	csn2	chromosome_1	COP9/signalosome complex subunit Csn2	Q9HFR0	protein coding gene	NA	1314	24	468	24	468	1806
SPAPB17E12.05	PomBase:SPAPB17E12.05	rpl3703	chromosome_1	60S ribosomal protein L37	P59289	protein coding gene	rpl37	270	46	128	46	128	444
SPAPB17E12.06	PomBase:SPAPB17E12.06	sos7	chromosome_1	NMS complex subunit Sos7	U3H042	protein coding gene	NA	795	179	1249	179	1249	2223
SPAPB17E12.07c	PomBase:SPAPB17E12.07c	sen2	chromosome_1	tRNA-splicing endonuclease catalytic subunit Sen2	Q8TFH7	protein coding gene	NA	1143	136	665	136	665	1944
SPAPB17E12.08	PomBase:SPAPB17E12.08	eos1	chromosome_1	N-glycosylation protein Eos1	Q8TFH6	protein coding gene	NA	630	NA	NA	97	261	988
SPAPB17E12.09	PomBase:SPAPB17E12.09	NA	chromosome_1	conserved protein, expressed during meiotic cell cycle, possibly related to metazoan RAB11FIP4 family	Q8TFH5	protein coding gene	NA	612	NA	53	97	53	762
SPAPB17E12.10c	PomBase:SPAPB17E12.10c	mrm202	chromosome_1	mitochondrial 2' O-ribose methyltransferase Mrm2-like	Q8TFH4	protein coding gene	NA	906	287	919	287	919	2112
SPAPB17E12.11	PomBase:SPAPB17E12.11	ost3	chromosome_1	oligosaccharyltransferase gamma subunit Ost3	Q8TFH3	protein coding gene	NA	930	23	152	23	152	1105
SPAPB17E12.12c	PomBase:SPAPB17E12.12c	mrx21	chromosome_1	mitochondrial carrier, 3'-phosphoadenosine 5'-phosphosulfate/ 5'-adenylyl sulfate Mrx21	Q8TFH2	protein coding gene	NA	954	16	134	16	134	1104
SPAPB17E12.13	PomBase:SPAPB17E12.13	rpl1802	chromosome_1	60S ribosomal protein L18	Q8TFH1	protein coding gene	rpl18-2	564	11	77	11	77	652
SPAPB17E12.14c	PomBase:SPAPB17E12.14c	NA	chromosome_1	6-phosphofructo-2-kinase/fructose-2,6-bisphosphate 2-phosphatase	Q8TFH0	protein coding gene	NA	2007	293	1391	293	1391	3691
SPAPB18E9.01	PomBase:SPAPB18E9.01	trm5	chromosome_1	tRNA (guanine(37)-N(1))-methyltransferase activity Trm5	Q8TFG7	protein coding gene	NA	1323	NA	186	97	186	1606
SPAPB18E9.02c	PomBase:SPAPB18E9.02c	ppk18	chromosome_1	Greatwall kinase Ppk18	Q8TFG6	protein coding gene	NA	3957	166	118	166	118	4241
SPAPB18E9.04c	PomBase:SPAPB18E9.04c	NA	chromosome_1	Schizosaccharomyces pombe specific protein, possible cell surface glycoprotein	Q8TFG4	protein coding gene	NA	2403	NA	377	97	377	2877
SPAPB18E9.05c	PomBase:SPAPB18E9.05c	NA	chromosome_1	dubious	Q8TFG3	protein coding gene	NA	273	NA	NA	97	261	631
SPAPB1A10.02	PomBase:SPAPB1A10.02	scm3	chromosome_1	CENP-A histone chaperone Scm3	Q9HDY7	protein coding gene	sim1	1011	127	188	127	188	1326
SPAPB1A10.03	PomBase:SPAPB1A10.03	nxt1	chromosome_1	mRNA export receptor Nxt1	P0CAN8	protein coding gene	NA	348	34	NA	34	261	643
SPAPB1A10.04c	PomBase:SPAPB1A10.04c	cwp1	chromosome_1	geranylgeranyltransferase I and farnesyltransferase alpha subunit Cwp1	O60052	protein coding gene	NA	885	163	122	163	122	1170
SPAPB1A10.05	PomBase:SPAPB1A10.05	NA	chromosome_1	Schizosaccharomyces specific protein	Q9HDY5	protein coding gene	NA	885	295	249	295	249	1429
SPAPB1A10.06c	PomBase:SPAPB1A10.06c	dhx37	chromosome_1	ATP-dependent RNA helicase Dhx37	Q9HDY4	protein coding gene	NA	3552	47	281	47	281	3880
SPAPB1A10.07c	PomBase:SPAPB1A10.07c	NA	chromosome_1	sphingolipid biosynthesis protein	Q9HDY3	protein coding gene	NA	1326	252	173	252	173	1751
SPAPB1A10.08	PomBase:SPAPB1A10.08	NA	chromosome_1	conserved fungal protein	Q9HDY2	protein coding gene	NA	1251	673	283	673	283	2207
SPAPB1A10.09	PomBase:SPAPB1A10.09	ase1	chromosome_1	antiparallel microtubule cross-linking factor Ase1	Q9HDY1	protein coding gene	NA	2196	173	122	173	122	2491
SPAPB1A10.10c	PomBase:SPAPB1A10.10c	ypt71	chromosome_1	GTPase Ypt71	Q9HDY0	protein coding gene	NA	627	37	181	37	181	845
SPAPB1A10.11c	PomBase:SPAPB1A10.11c	mse1	chromosome_1	mitochondrial glutamyl-tRNA ligase Mse1	Q9HDX9	protein coding gene	ers2	1581	97	171	97	171	1849
SPAPB1A10.12c	PomBase:SPAPB1A10.12c	alo1	chromosome_1	D-arabinono-1,4-lactone oxidase	Q9HDX8	protein coding gene	NA	1386	157	269	157	269	1812
SPAPB1A10.13	PomBase:SPAPB1A10.13	NA	chromosome_1	Schizosaccharomyces specific protein	Q9HDX7	protein coding gene	NA	1590	206	1317	206	1317	3113
SPAPB1A10.14	PomBase:SPAPB1A10.14	pof15	chromosome_1	F-box protein	Q9HDX6	protein coding gene	NA	732	397	439	397	439	1568
SPAPB1A10.15	PomBase:SPAPB1A10.15	arv1	chromosome_1	Arv1-like family protein Arv1	Q9HDX5	protein coding gene	NA	801	10	152	10	152	963
SPAPB1A10.16	PomBase:SPAPB1A10.16	dpc13	chromosome_1	mitochondrial conserved protein Dpc13	P0CAN9	protein coding gene	NA	432	18	NA	18	261	711
SPAPB1A11.01	PomBase:SPAPB1A11.01	mfc1	chromosome_1	prospore membrane copper transmembrane transporter Mfc1	Q9HDX4	protein coding gene	SPAPB24D3.11	1488	NA	197	97	197	1782
SPAPB1A11.02	PomBase:SPAPB1A11.02	NA	chromosome_1	esterase/lipase	Q9HDX3	protein coding gene	NA	1020	NA	250	97	250	1367
SPAPB1A11.03	PomBase:SPAPB1A11.03	NA	chromosome_1	FMN-dependent alpha-hydroxy acid dehydrogenase	Q9HDX2	protein coding gene	NA	1224	NA	109	97	109	1430
SPAPB1A11.04c	PomBase:SPAPB1A11.04c	mca1	chromosome_1	DNA-binding transcription factor, zf-fungal binuclear cluster type Mca1	Q9HDX1	protein coding gene	NA	2094	424	1603	424	1603	4121
SPAPB1A11.06	PomBase:SPAPB1A11.06	NA	chromosome_1	dubious	NA	protein coding gene	NA	129	NA	NA	97	261	487
SPAPB1E7.01c	PomBase:SPAPB1E7.01c	NA	chromosome_1	DUF3245 nucleolar protein, conserved in fungi and plant family	Q9C108	protein coding gene	NA	492	23	828	23	828	1343
SPAPB1E7.02c	PomBase:SPAPB1E7.02c	mcl1	chromosome_1	DNA polymerase alpha accessory factor Mcl1	Q9C107	protein coding gene	slr3,cos1	2448	7	191	7	191	2646
SPAPB1E7.03	PomBase:SPAPB1E7.03	rpc82	chromosome_1	DNA-directed RNA polymerase III complex subunit Rpc82	Q9C106	protein coding gene	NA	1776	58	122	58	122	1956
SPAPB1E7.04c	PomBase:SPAPB1E7.04c	cts2	chromosome_1	chitinase Cts2	Q9C105	protein coding gene	NA	3711	258	172	258	172	4141
SPAPB1E7.05	PomBase:SPAPB1E7.05	gde1	chromosome_1	glycerophosphoryl diester phosphodiesterase Gde1	Q9C104	protein coding gene	NA	3408	83	111	83	111	3602
SPAPB1E7.06c	PomBase:SPAPB1E7.06c	eme1	chromosome_1	Holliday junction resolvase subunit Eme1	Q9C103	protein coding gene	mms4,slx2	2208	46	1186	46	1186	3440
SPAPB1E7.07	PomBase:SPAPB1E7.07	glt1	chromosome_1	glutamate synthase (GOGAT) Glt1	Q9C102	protein coding gene	gog1,glu4	6336	805	404	805	404	7545
SPAPB1E7.08c	PomBase:SPAPB1E7.08c	NA	chromosome_1	transmembrane transporter	Q9C101	protein coding gene	NA	1665	344	273	344	273	2282
SPAPB1E7.09	PomBase:SPAPB1E7.09	ogm2	chromosome_1	protein O-mannosyltransferase Ogm2	Q9C100	protein coding gene	oma2	2220	219	40	219	40	2479
SPAPB1E7.10	PomBase:SPAPB1E7.10	rpc17	chromosome_1	DNA-directed RNA polymerase III complex subunit Rpc17	Q9C0Z9	protein coding gene	NA	390	78	215	78	215	683
SPAPB1E7.11c	PomBase:SPAPB1E7.11c	mpa1	chromosome_1	mitochondrial translational activator, Mpa1	Q9C0Z8	protein coding gene	NA	960	199	887	199	887	2046
SPAPB1E7.12	PomBase:SPAPB1E7.12	rps602	chromosome_1	40S ribosomal protein S6	Q9C0Z7	protein coding gene	rps6-2,rps6,p27	720	10	81	10	81	811
SPAPB1E7.14	PomBase:SPAPB1E7.14	iec5	chromosome_1	Ino80 complex subunit Iec5	B8Y7Y5	protein coding gene	NA	435	24	1177	24	1177	1636
SPAPB21F2.02	PomBase:SPAPB21F2.02	dop1	chromosome_1	Dopey family protein Dop1	Q9C0Z4	protein coding gene	NA	5064	79	238	79	238	5381
SPAPB21F2.03	PomBase:SPAPB21F2.03	slx9	chromosome_1	ribosome biogenesis protein Slx9	Q9C0Z3	protein coding gene	NA	519	114	297	114	297	930
SPAPB24D3.01	PomBase:SPAPB24D3.01	toe3	chromosome_1	DNA-binding transcription factor	Q9C0Z1	protein coding gene	SPAPB2C8.02	1785	251	358	251	358	2394
SPAPB24D3.02c	PomBase:SPAPB24D3.02c	NA	chromosome_1	amino acid transmembrane transporter	Q9C0Z0	protein coding gene	NA	1632	483	82	483	82	2197
SPAPB24D3.03	PomBase:SPAPB24D3.03	NA	chromosome_1	agmatinase	Q9C0Y9	protein coding gene	NA	1227	115	120	115	120	1462
SPAPB24D3.04c	PomBase:SPAPB24D3.04c	mag1	chromosome_1	DNA-3-methyladenine glycosylase Mag1	Q92383	protein coding gene	NA	687	40	410	40	410	1137
SPAPB24D3.05c	PomBase:SPAPB24D3.05c	NA	chromosome_1	ring cleavage dioxygenase, pseudogene, single frameshift and no methionine	NA	pseudogene	NA	387	NA	NA	0	0	387
SPAPB24D3.06c	PomBase:SPAPB24D3.06c	NA	chromosome_1	Alpha/Beta hydrolase fold, DUF1749 family protein, implicated in siderophore metabolism	Q9C0Y8	protein coding gene	NA	951	86	371	86	371	1408
SPAPB24D3.07c	PomBase:SPAPB24D3.07c	NA	chromosome_1	Schizosaccharomyces pombe specific protein	Q9C0Y7	protein coding gene	NA	903	212	185	212	185	1300
SPAPB24D3.08c	PomBase:SPAPB24D3.08c	NA	chromosome_1	NADP-dependent oxidoreductase, implicated in cellular detoxification	Q9C0Y6	protein coding gene	NA	1050	50	126	50	126	1226
SPAPB24D3.09c	PomBase:SPAPB24D3.09c	pdr1	chromosome_1	ABC transmembrane transporter Pdr1	Q9C0Y5	protein coding gene	NA	4191	92	208	92	208	4491
SPAPB24D3.10c	PomBase:SPAPB24D3.10c	agl1	chromosome_1	maltose alpha-glucosidase Agl1	Q9C0Y4	protein coding gene	agl	2910	NA	163	97	163	3170
SPAPB2B4.01c	PomBase:SPAPB2B4.01c	gpi12	chromosome_1	pig-L, N-acetylglucosaminylphosphatidyl inositoldeacetylase	Q9HDW9	protein coding gene	NA	747	14	512	14	512	1273
SPAPB2B4.02	PomBase:SPAPB2B4.02	grx5	chromosome_1	mitochondrial [2Fe-2S] cluster assembly and transfer glutaredoxin Grx5	Q9HDW8	protein coding gene	NA	441	49	440	49	440	930
SPAPB2B4.03	PomBase:SPAPB2B4.03	cig2	chromosome_1	G1/S-specific B-type cyclin Cig2	P36630	protein coding gene	cyc17	1236	1298	1847	1298	1847	4381
SPAPB2B4.04c	PomBase:SPAPB2B4.04c	pmc1	chromosome_1	calcium transporting P-type ATPase P2 type, Pmc1	Q9HDW7	protein coding gene	NA	3879	1091	349	1091	349	5319
SPAPB2B4.05	PomBase:SPAPB2B4.05	vma5	chromosome_1	V-type ATPase V1 subunit C	Q9HDW6	protein coding gene	NA	1185	139	52	139	52	1376
SPAPB2B4.06	PomBase:SPAPB2B4.06	NA	chromosome_1	acyl-coenzyme A thioesterase	Q9HDW5	protein coding gene	NA	768	23	402	23	402	1193
SPAPB2B4.07	PomBase:SPAPB2B4.07	NA	chromosome_1	ubiquitin family protein, human UBTD1 homolog	Q9HDW4	protein coding gene	NA	720	52	859	52	859	1631
SPAPB2C8.01	PomBase:SPAPB2C8.01	NA	chromosome_1	cell surface glycoprotein, adhesion molecule	Q9C0Y2	protein coding gene	NA	3663	69	139	69	139	3871
SPAPB8E5.02c	PomBase:SPAPB8E5.02c	rpn502	chromosome_1	19S proteasome regulatory subunit Rpn502	P0CU18	protein coding gene	rpn5,rpn5-b	1332	NA	130	97	130	1559
SPAPB8E5.03	PomBase:SPAPB8E5.03	mae1	chromosome_1	plasma membrane malate/succinate:proton symporter Mae1	P50537	protein coding gene	NA	1317	48	569	48	569	1934
SPAPB8E5.04c	PomBase:SPAPB8E5.04c	npc2	chromosome_1	Niemann-Pick disease type C2 protein hE1 homolog Npc2	Q9C0X9	protein coding gene	NA	567	387	493	387	493	1447
SPAPB8E5.05	PomBase:SPAPB8E5.05	mfm1	chromosome_1	M-factor precursor Mfm1	P34068	protein coding gene	NA	129	84	223	84	223	436
SPAPB8E5.06c	PomBase:SPAPB8E5.06c	rpl302	chromosome_1	60S ribosomal protein L3	P36584	protein coding gene	rpl3-2,rpl3-b	1167	36	270	36	270	1473
SPAPB8E5.07c	PomBase:SPAPB8E5.07c	rrp12	chromosome_1	rRNA processing protein Rrp12	Q9C0X8	protein coding gene	NA	3492	40	124	40	124	3656
SPAPB8E5.08	PomBase:SPAPB8E5.08	NA	chromosome_1	Schizosaccharomyces pombe specific protein	Q9C0X7	protein coding gene	NA	312	NA	NA	97	261	670
SPAPB8E5.09	PomBase:SPAPB8E5.09	rvb1	chromosome_1	ASTRA/Swr1/Ino80 complex AAA family ATPase Rvb1	Q9C0X6	protein coding gene	NA	1371	17	378	17	378	1766
SPAPB8E5.10	PomBase:SPAPB8E5.10	min8	chromosome_1	mitochondrial mini protein, single membrane pass Min8, meiosis specific splicing in fission yeast	Q9C0X5	protein coding gene	NA	222	NA	1266	97	1266	1585
SPAPJ691.02	PomBase:SPAPJ691.02	NA	chromosome_1	yippee-like protein	Q9URW3	protein coding gene	NA	396	575	621	575	621	1592
SPAPJ691.03	PomBase:SPAPJ691.03	mic10	chromosome_1	MICOS complex subunit Mic10	Q9HFF0	protein coding gene	NA	261	121	186	121	186	568
SPAPJ695.01c	PomBase:SPAPJ695.01c	NA	chromosome_1	S. pombe specific UPF0321 family protein 3	Q9URW1	protein coding gene	NA	354	NA	98	97	98	549
SPAPJ695.02	PomBase:SPAPJ695.02	NA	chromosome_1	Schizosaccharomyces pombe specific protein	G2TRM2	protein coding gene	NA	213	NA	1246	97	1246	1556
SPAPJ696.01c	PomBase:SPAPJ696.01c	vps17	chromosome_1	retromer complex subunit Vps17	Q9URW7	protein coding gene	NA	1650	216	2527	216	2527	4393
SPAPJ696.02	PomBase:SPAPJ696.02	lsb4	chromosome_1	actin cortical patch component Lsb4	Q9URW6	protein coding gene	NA	1293	39	226	39	226	1558
SPAPJ698.02c	PomBase:SPAPJ698.02c	rps002	chromosome_1	40S ribosomal protein S0B	Q9P546	protein coding gene	rpsa-2,rps0-2,rps0	864	26	190	26	190	1080
SPAPJ698.03c	PomBase:SPAPJ698.03c	prp12	chromosome_1	U2 snRNP-associated protein, WD repeat protein Sap130	Q9UTT2	protein coding gene	sap130,SF3b130	3621	32	194	32	194	3847
SPAPJ760.02c	PomBase:SPAPJ760.02c	abp1	chromosome_1	cofilin/tropomyosin family, drebrin ortholog Abp1	Q9P7E8	protein coding gene	NA	2574	16	457	16	457	3047
SPAPJ760.03c	PomBase:SPAPJ760.03c	adg1	chromosome_1	Schizosaccharomyces specific protein Adg1	Q9P7E7	protein coding gene	NA	501	132	418	132	418	1051
SPAPYUG7.02c	PomBase:SPAPYUG7.02c	sin1	chromosome_1	MAP kinase and TOR substrate adaptor Sin1	Q9P7Y9	protein coding gene	NA	1998	139	171	139	171	2308
SPAPYUG7.03c	PomBase:SPAPYUG7.03c	mid2	chromosome_1	medial ring protein, anillin Mid2	Q9P7Y8	protein coding gene	NA	2121	194	278	194	278	2593
SPAPYUG7.04c	PomBase:SPAPYUG7.04c	rpb9	chromosome_1	DNA-directed RNA polymerase II complex TFIIS subunit Rpb9	O74635	protein coding gene	NA	342	73	294	73	294	709
SPAPYUG7.05	PomBase:SPAPYUG7.05	pro3	chromosome_1	delta-1-pyrroline-5-carboxylate reductase Pro3	Q9P7Y7	protein coding gene	NA	849	83	270	83	270	1202
SPAPYUG7.06	PomBase:SPAPYUG7.06	sdu1	chromosome_1	PPPDE peptidase family deubiquitinase/desumoylase Sdu1	Q8X1T0	protein coding gene	mug67,hag1	606	28	138	28	138	772
SPAPYUK71.03c	PomBase:SPAPYUK71.03c	tcb3	chromosome_1	tricalbin, C2 domain protein (phospholipid binding) ER-plasma membrane tethering protein Tcb3	Q9UT00	protein coding gene	syn1	3678	168	1423	168	1423	5269
SPATRNAALA.01	PomBase:SPATRNAALA.01	NA	chromosome_1	tRNA Alanine	NA	tRNA gene	NA	74	NA	NA	0	0	74
SPATRNAALA.02	PomBase:SPATRNAALA.02	scn2	chromosome_1	tRNA Alanine	NA	tRNA gene	NA	72	NA	NA	0	0	72
SPATRNAALA.03	PomBase:SPATRNAALA.03	scn1	chromosome_1	tRNA Alanine	NA	tRNA gene	NA	72	NA	NA	0	0	72
SPATRNAALA.04	PomBase:SPATRNAALA.04	NA	chromosome_1	tRNA Alanine	NA	tRNA gene	NA	74	NA	NA	0	0	74
SPATRNAALA.05	PomBase:SPATRNAALA.05	NA	chromosome_1	tRNA Alanine	NA	tRNA gene	NA	74	NA	NA	0	0	74
