"consensus.cluster"	"chr"	"start"	"end"	"strand"	"dominant_ctss"	"tpm"	"tpm.dominant_ctss"	"q_0.1"	"q_0.9"	"interquantile_width"
6455	"chrIV"	851633	851674	"+"	851674	0.268817890798377	0.161290734479026	851673	851674	2
6456	"chrIV"	851771	851831	"+"	851824	1.45161661031124	0.618281148836267	851805	851824	20
6460	"chrIV"	856228	856453	"+"	856313	34.9194440147092	5.48388497228689	856272	856348	77
6461	"chrIV"	856509	856576	"+"	856535	1.29032587583221	0.376345047117728	856510	856560	51
6463	"chrIV"	858059	858218	"+"	858125	47.2581852023547	9.75808943598109	858097	858142	46
6464	"chrIV"	858257	858828	"+"	858811	3.76345047117728	1.07527156319351	858498	858812	315
6467	"chrIV"	859266	859396	"+"	859326	21.6129584201895	3.62904152577809	859310	859354	45
6470	"chrIV"	861703	861907	"+"	861707	35.5377251635454	6.53227474640056	861707	861835	129
6480	"chrIV"	867996	868304	"+"	868100	54.7313225665496	10.5376613192964	868055	868177	123
6481	"chrIV"	868376	868556	"+"	868480	1.6397891338701	0.59139935975643	868446	868480	35
6482	"chrIV"	868683	868998	"+"	868827	1.02150798503383	0.672044726995943	868817	868827	11
6483	"chrIV"	869580	869669	"+"	869644	1.18279871951286	0.34946325803789	869591	869669	79
6484	"chrIV"	869950	870016	"+"	869983	0.564517570676592	0.34946325803789	869951	869985	35
6487	"chrIV"	870734	870927	"+"	870897	1.4247348212314	0.215054312638702	870745	870922	178
6488	"chrIV"	870959	871121	"+"	871042	198.441366987362	71.5055589523683	871027	871066	40
6489	"chrIV"	871179	871244	"+"	871228	0.725808305155618	0.430108625277403	871181	871231	51
6490	"chrIV"	873267	873339	"+"	873284	1.69355271202978	0.403226836197566	873273	873329	57
6494	"chrIV"	884624	885308	"+"	884688	74.0593289149529	16.7742363858187	884648	884717	70
6497	"chrIV"	886129	886174	"+"	886139	1.34408945399189	1.2096805085927	886139	886141	3
6499	"chrIV"	886476	886583	"+"	886561	0.537635781596754	0.215054312638702	886477	886583	107
6500	"chrIV"	887111	887256	"+"	887167	145.941232914439	78.2260062223277	887148	887175	28
6501	"chrIV"	887319	887521	"+"	887320	0.456990414357241	0.188172523558864	887320	887509	190
6503	"chrIV"	887769	888085	"+"	888008	1.2096805085927	0.34946325803789	887770	888059	290
6504	"chrIV"	888133	888592	"+"	888478	8.46776356014888	2.47312459534507	888273	888500	228
6505	"chrIV"	888702	888734	"+"	888714	0.752690094235456	0.537635781596754	888703	888714	12
6507	"chrIV"	889466	889617	"+"	889537	30.2420127148174	7.74195525499326	889500	889572	73
6508	"chrIV"	889640	889807	"+"	889709	1.4247348212314	0.295699679878215	889691	889786	96
6513	"chrIV"	890542	890705	"+"	890602	0.806453672395131	0.430108625277403	890571	890602	32
6515	"chrIV"	891205	891260	"+"	891207	0.295699679878215	0.188172523558864	891206	891236	31
6517	"chrIV"	892731	893438	"+"	892759	128.575597168864	86.5862426261572	892741	892761	21
6519	"chrIV"	894366	894421	"+"	894421	3.33334184589988	2.09677954822734	894377	894421	45
6521	"chrIV"	894522	894920	"+"	894526	67.742108481191	16.2903641823816	894526	894715	190
6525	"chrIV"	895465	895568	"+"	895516	1.66667092294994	1.34408945399189	895515	895516	2
6545	"chrIV"	904281	904334	"+"	904292	0.618281148836267	0.34946325803789	904292	904303	12
6546	"chrIV"	907252	907430	"+"	907335	36.6667603048986	9.91938017046011	907303	907339	37
6547	"chrIV"	907511	907716	"+"	907654	0.94086261779432	0.564517570676592	907531	907654	124
6548	"chrIV"	907823	907847	"+"	907830	0.268817890798377	0.161290734479026	907824	907830	7
6552	"chrIV"	909780	909885	"+"	909860	1.93548881374831	0.645162937916105	909791	909867	77
6553	"chrIV"	909949	910075	"+"	910014	19.704351395521	8.14518209119082	910008	910025	18
6558	"chrIV"	911056	911081	"+"	911067	0.241936101718539	0.134408945399189	911067	911081	15
6561	"chrIV"	911583	911840	"+"	911811	18.7366069886469	10.5914248974561	911750	911815	66
6567	"chrIV"	915382	915681	"+"	915455	1676.50965775316	635.861838894481	915452	915482	31
6568	"chrIV"	915700	915749	"+"	915735	0.295699679878215	0.188172523558864	915735	915746	12
6571	"chrIV"	916388	916973	"+"	916463	443.87210128628	119.570197827118	916426	916463	38
6572	"chrIV"	917419	917787	"+"	917446	7.2043194733965	2.76882427522328	917446	917513	68
6590	"chrIV"	924593	924896	"+"	924684	24.2742555390934	6.88173800443845	924684	924738	55
6601	"chrIV"	927136	927320	"+"	927201	90.3496930973345	13.3333673835995	927192	927243	52
6603	"chrIV"	927363	927599	"+"	927426	25.5914632040055	6.69356548087959	927402	927436	35
6609	"chrIV"	928399	928581	"+"	928483	0.322581468958052	0.188172523558864	928482	928581	100
6613	"chrIV"	930436	930551	"+"	930452	2.82258785338296	1.04838977411367	930446	930526	81
6614	"chrIV"	930588	930688	"+"	930627	5.18818529240868	3.19893290050069	930618	930670	53
6616	"chrIV"	930898	930925	"+"	930912	0.483872203437079	0.268817890798377	930912	930925	14
6618	"chrIV"	930960	931438	"+"	930991	50.3227091574562	5.16130350332884	930991	931172	182
6619	"chrIV"	931459	931701	"+"	931517	1.31720766491205	0.510753992516916	931477	931518	42
6627	"chrIV"	933438	933627	"+"	933504	56.2904663331801	25.5645814149257	933477	933504	28
6631	"chrIV"	936410	936665	"+"	936473	20.6183322242355	8.46776356014888	936473	936528	56
6633	"chrIV"	937168	937211	"+"	937169	0.752690094235456	0.188172523558864	937169	937211	43
6635	"chrIV"	945236	945376	"+"	945331	37.768913657172	7.25808305155618	945294	945352	59
6637	"chrIV"	945566	945589	"+"	945587	0.994626195953995	0.295699679878215	945567	945587	21
6641	"chrIV"	946670	946815	"+"	946718	5.75270286308527	1.31720766491205	946698	946718	21
6644	"chrIV"	950499	950624	"+"	950538	33.9785813969149	18.3333801524493	950538	950544	7
6646	"chrIV"	950815	950838	"+"	950824	0.295699679878215	0.188172523558864	950823	950824	2
6648	"chrIV"	950964	951365	"+"	951024	1.66667092294994	0.376345047117728	951024	951345	322
6652	"chrIV"	952690	952875	"+"	952737	79.8657953561978	25.4032906804466	952716	952779	64
6654	"chrIV"	953128	953221	"+"	953210	1.82796165742896	0.510753992516916	953139	953210	72
6658	"chrIV"	954243	954371	"+"	954276	59.6506899681599	22.6075846161435	954253	954294	42
6659	"chrIV"	954411	954772	"+"	954527	0.672044726995943	0.161290734479026	954448	954547	100
6665	"chrIV"	955593	955978	"+"	955672	138.279923026685	21.0753226385928	955657	955775	119
6668	"chrIV"	956832	956857	"+"	956838	0.510753992516916	0.34946325803789	956838	956856	19
6670	"chrIV"	957087	957575	"+"	957209	1.80107986834913	0.779571883315293	957209	957552	344
6671	"chrIV"	957748	957895	"+"	957827	5.67205749584576	1.55914376663059	957793	957842	50
6676	"chrIV"	960269	960412	"+"	960308	109.38199976586	17.231226800176	960305	960350	46
6678	"chrIV"	960627	960655	"+"	960633	0.215054312638702	0.107527156319351	960633	960645	13
6680	"chrIV"	960861	961048	"+"	960955	0.34946325803789	0.188172523558864	960954	960988	35
6687	"chrIV"	961649	961751	"+"	961734	0.456990414357241	0.241936101718539	961734	961751	18
6688	"chrIV"	961834	961890	"+"	961890	0.59139935975643	0.322581468958052	961854	961890	37
6689	"chrIV"	961961	962132	"+"	962109	1.02150798503383	0.430108625277403	962004	962109	106
6691	"chrIV"	962294	962331	"+"	962314	0.376345047117728	0.268817890798377	962314	962331	18
6694	"chrIV"	963364	963448	"+"	963404	9.38174438886336	4.54302235449257	963400	963418	19
6697	"chrIV"	965003	965134	"+"	965026	52.6345430183222	10.7795974210149	965026	965102	77
6698	"chrIV"	965183	965248	"+"	965184	0.322581468958052	0.215054312638702	965184	965185	2
6702	"chrIV"	968039	968094	"+"	968063	1.66667092294994	0.645162937916105	968051	968081	31
6710	"chrIV"	974859	974889	"+"	974860	0.403226836197566	0.188172523558864	974860	974889	30
6715	"chrIV"	977003	977081	"+"	977013	0.591399359756429	0.241936101718539	977008	977080	73
6716	"chrIV"	977462	977485	"+"	977463	0.376345047117728	0.241936101718539	977463	977475	13
6718	"chrIV"	979485	979688	"+"	979513	4.2742044636942	1.02150798503383	979488	979567	80
6722	"chrIV"	981833	981933	"+"	981918	0.752690094235456	0.403226836197566	981918	981933	16
6723	"chrIV"	981979	982044	"+"	982035	1.07527156319351	0.430108625277403	982003	982044	42
6724	"chrIV"	982532	982598	"+"	982589	0.456990414357241	0.215054312638702	982542	982594	53
6729	"chrIV"	993061	993573	"+"	993187	48.6829200235861	8.36023640382952	993123	993197	75
6733	"chrIV"	998607	998866	"+"	998832	19.3011245593235	5.51076676136673	998679	998842	164
6741	"chrIV"	1003877	1004048	"+"	1003965	29.650613355061	15.7527284007849	1003945	1003965	21
6746	"chrIV"	1005519	1005686	"+"	1005596	13.0645494928011	2.79570606430312	1005568	1005639	72
6755	"chrIV"	1008911	1009488	"+"	1008973	248.038267839662	58.3872458814075	1008952	1008973	22
6756	"chrIV"	1009557	1009570	"+"	1009559	0.403226836197566	0.241936101718539	1009559	1009560	2
6759	"chrIV"	1010117	1010216	"+"	1010133	1.10215335227335	0.752690094235456	1010133	1010160	28
6764	"chrIV"	1011566	1011663	"+"	1011573	26.50544403272	10.3763705848174	1011573	1011617	45
6765	"chrIV"	1011701	1012084	"+"	1011872	2.87635143154263	0.564517570676592	1011867	1012006	140
6766	"chrIV"	1012130	1012652	"+"	1012155	10.268843428498	3.4946325803789	1012155	1012323	169
6767	"chrIV"	1012832	1012859	"+"	1012834	1.29032587583221	0.510753992516916	1012833	1012835	3
6768	"chrIV"	1012920	1012990	"+"	1012974	1.2096805085927	0.59139935975643	1012937	1012980	44
6770	"chrIV"	1014245	1014375	"+"	1014335	15.241974408268	3.38710542405955	1014277	1014335	59
6772	"chrIV"	1014739	1014865	"+"	1014845	1.61290734479026	0.376345047117728	1014742	1014845	104
6774	"chrIV"	1016470	1016548	"+"	1016496	0.483872203437079	0.188172523558864	1016471	1016537	67
6778	"chrIV"	1019226	1019399	"+"	1019301	14.7043386266712	4.43549519817322	1019247	1019301	55
6781	"chrIV"	1020591	1020749	"+"	1020606	50.2689455792965	9.46238975610287	1020606	1020692	87
6783	"chrIV"	1021039	1021195	"+"	1021041	0.241936101718539	0.134408945399189	1021041	1021184	144
6785	"chrIV"	1022681	1022751	"+"	1022682	2.60753354074426	0.887099039634644	1022682	1022728	47
6786	"chrIV"	1022990	1023026	"+"	1023004	1.47849839939107	0.322581468958052	1022991	1023021	31
6789	"chrIV"	1030477	1030586	"+"	1030562	0.241936101718539	0.161290734479026	1030507	1030586	80
6793	"chrIV"	1032275	1032330	"+"	1032305	1.29032587583221	0.403226836197566	1032301	1032330	30
6795	"chrIV"	1033308	1033311	"+"	1033311	0.241936101718539	0.134408945399189	1033309	1033311	3
6796	"chrIV"	1033344	1033636	"+"	1033390	2.93011500970231	0.967744406874157	1033365	1033516	152
6798	"chrIV"	1033918	1033999	"+"	1033953	1.69355271202978	0.618281148836267	1033919	1033991	73
6804	"chrIV"	1035762	1036031	"+"	1035963	23.5753290230177	5.94087538664413	1035783	1035984	202
6806	"chrIV"	1036213	1036505	"+"	1036500	0.430108625277403	0.295699679878215	1036442	1036505	64
6810	"chrIV"	1037125	1037222	"+"	1037149	36.0215973669825	15.0000383065494	1037149	1037189	41
6812	"chrIV"	1037665	1037745	"+"	1037683	0.215054312638702	0.107527156319351	1037683	1037743	61
6814	"chrIV"	1039668	1039785	"+"	1039730	23.8710287028959	6.69356548087959	1039704	1039734	31
6815	"chrIV"	1039887	1039925	"+"	1039920	1.39785303215156	0.967744406874157	1039906	1039920	15
6825	"chrIV"	1049833	1049858	"+"	1049857	2.50000638442491	2.0698977591475	1049834	1049857	24
6829	"chrIV"	1055105	1055220	"+"	1055159	72.715239460961	44.4624791380516	1055147	1055170	24
6830	"chrIV"	1055242	1055436	"+"	1055362	0.483872203437079	0.376345047117728	1055362	1055415	54
6831	"chrIV"	1055489	1055664	"+"	1055493	2.8494696424628	0.752690094235456	1055491	1055609	119
6833	"chrIV"	1056377	1056437	"+"	1056381	4.75807666713127	1.98925239190799	1056381	1056436	56
6834	"chrIV"	1056459	1056583	"+"	1056529	310.188964192247	99.8389646425172	1056510	1056529	20
6835	"chrIV"	1056682	1056780	"+"	1056735	3.11828753326117	1.61290734479026	1056705	1056735	31
6836	"chrIV"	1056973	1057065	"+"	1057042	0.564517570676592	0.34946325803789	1057023	1057044	22
6837	"chrIV"	1057144	1057226	"+"	1057185	3.60215973669825	1.74731629018945	1057185	1057186	2
6838	"chrIV"	1057286	1057356	"+"	1057334	1.88172523558864	0.59139935975643	1057302	1057334	33
6841	"chrIV"	1059544	1059658	"+"	1059567	26.8817890798377	6.20969327744251	1059559	1059605	47
6842	"chrIV"	1059674	1059874	"+"	1059813	0.215054312638702	0.322581468958052	1059813	1059842	30
6849	"chrIV"	1063252	1063380	"+"	1063293	35.6721341089446	8.44088177106904	1063274	1063309	36
6851	"chrIV"	1063647	1063735	"+"	1063658	0.322581468958052	0.34946325803789	1063658	1063684	27
6853	"chrIV"	1063960	1063980	"+"	1063961	0.295699679878215	0.161290734479026	1063961	1063980	20
6860	"chrIV"	1065879	1065882	"+"	1065880	0.510753992516916	0.295699679878215	1065880	1065882	3
6861	"chrIV"	1066239	1066327	"+"	1066240	0.295699679878215	0.188172523558864	1066240	1066293	54
6863	"chrIV"	1066893	1066895	"+"	1066895	0.268817890798377	0.161290734479026	1066894	1066895	2
6864	"chrIV"	1067640	1067711	"+"	1067688	45.8603321702031	17.8495079490122	1067667	1067706	40
6866	"chrIV"	1067943	1068071	"+"	1067946	0.537635781596754	0.268817890798377	1067944	1068071	128
6867	"chrIV"	1071871	1071979	"+"	1071892	1.39785303215156	1.07527156319351	1071875	1071940	66
6871	"chrIV"	1072724	1072782	"+"	1072754	1.77419807926929	0.752690094235456	1072748	1072767	20
6874	"chrIV"	1075724	1075902	"+"	1075822	50.9409903062924	9.24733544346417	1075806	1075853	48
6880	"chrIV"	1077031	1077105	"+"	1077087	0.268817890798377	0.161290734479026	1077085	1077087	3
6882	"chrIV"	1080790	1080805	"+"	1080797	9.00539934174563	7.84948241131261	1080797	1080801	5
6884	"chrIV"	1085004	1085290	"+"	1085040	37.6345047117728	16.0484280806631	1085034	1085062	29
6888	"chrIV"	1086084	1086239	"+"	1086212	0.215054312638702	0.107527156319351	1086117	1086212	96
6889	"chrIV"	1086403	1086415	"+"	1086415	0.241936101718539	0.134408945399189	1086413	1086415	3
6891	"chrIV"	1087506	1087565	"+"	1087549	12.0699232968471	7.25808305155618	1087532	1087549	18
6894	"chrIV"	1088176	1088178	"+"	1088177	0.430108625277403	0.295699679878215	1088177	1088178	2
6895	"chrIV"	1088384	1088446	"+"	1088401	0.456990414357241	0.241936101718539	1088401	1088407	7
6896	"chrIV"	1088463	1088632	"+"	1088506	1.50538018847091	0.403226836197566	1088506	1088626	121
6900	"chrIV"	1093725	1094105	"+"	1093759	21.8280127328282	6.5591565354804	1093729	1093759	31
6905	"chrIV"	1094753	1094830	"+"	1094754	0.537635781596754	0.268817890798377	1094754	1094756	3
6906	"chrIV"	1095528	1095715	"+"	1095628	29.6774951441408	5.18818529240868	1095628	1095667	40
6907	"chrIV"	1102121	1102186	"+"	1102150	3.33334184589988	1.23656229767253	1102122	1102176	55
6909	"chrIV"	1103670	1103965	"+"	1103686	15.564555877226	2.71506069706361	1103686	1103770	85
6913	"chrIV"	1106065	1106114	"+"	1106070	0.913980828714482	0.322581468958052	1106070	1106114	45
6915	"chrIV"	1108228	1108339	"+"	1108250	1.80107986834913	0.430108625277403	1108244	1108291	48
6916	"chrIV"	1108619	1108745	"+"	1108661	170.027315929973	56.2367027550205	1108661	1108680	20
6917	"chrIV"	1108819	1108932	"+"	1108889	0.456990414357241	0.188172523558864	1108823	1108932	110
6918	"chrIV"	1109046	1109122	"+"	1109093	0.295699679878215	0.188172523558864	1109048	1109102	55
6920	"chrIV"	1109288	1109295	"+"	1109289	0.456990414357241	0.322581468958052	1109289	1109295	7
6921	"chrIV"	1110534	1110673	"+"	1110563	52.0431436585658	14.8118657829906	1110563	1110581	19
6924	"chrIV"	1111317	1111337	"+"	1111318	0.241936101718539	0.134408945399189	1111318	1111337	20
6927	"chrIV"	1112528	1112604	"+"	1112564	0.456990414357241	0.188172523558864	1112561	1112564	4
6929	"chrIV"	1116863	1116864	"+"	1116864	1.12903514135318	1.12903514135318	1116864	1116864	1
6930	"chrIV"	1117084	1117217	"+"	1117117	12.0161597186875	6.74732905903926	1117109	1117117	9
6940	"chrIV"	1127787	1128018	"+"	1127809	15.9140191352639	2.87635143154263	1127803	1127842	40
6948	"chrIV"	1129533	1129608	"+"	1129558	16.0753098697429	7.63442809867391	1129552	1129581	30
6952	"chrIV"	1130420	1130423	"+"	1130421	0.215054312638702	0.107527156319351	1130421	1130423	3
6953	"chrIV"	1130937	1131019	"+"	1130979	7.41937378603521	4.22044088553452	1130976	1130985	10
6955	"chrIV"	1131336	1131494	"+"	1131368	3.65592331485793	0.672044726995943	1131360	1131413	54
6956	"chrIV"	1131616	1131677	"+"	1131677	0.510753992516916	0.403226836197566	1131638	1131677	40
6960	"chrIV"	1135686	1135845	"+"	1135768	54.8119679337891	10.7795974210149	1135723	1135787	65
6961	"chrIV"	1135866	1135893	"+"	1135882	0.403226836197566	0.215054312638702	1135867	1135882	16
6962	"chrIV"	1135916	1136061	"+"	1135995	0.752690094235456	0.322581468958052	1135977	1135995	19
6963	"chrIV"	1136114	1136521	"+"	1136147	0.564517570676592	0.295699679878215	1136115	1136443	329
6964	"chrIV"	1136605	1136919	"+"	1136726	1.31720766491205	0.537635781596754	1136724	1136860	137
6966	"chrIV"	1137126	1137139	"+"	1137138	0.322581468958052	0.107527156319351	1137136	1137139	4
6968	"chrIV"	1137457	1137484	"+"	1137459	0.34946325803789	0.188172523558864	1137458	1137459	2
6977	"chrIV"	1139378	1139380	"+"	1139380	0.456990414357241	0.241936101718539	1139379	1139380	2
6982	"chrIV"	1139905	1139929	"+"	1139906	0.913980828714482	0.322581468958052	1139906	1139929	24
6984	"chrIV"	1140783	1141085	"+"	1140811	117.60782722429	24.5968370080515	1140797	1140827	31
6985	"chrIV"	1141109	1141356	"+"	1141167	1.4247348212314	0.59139935975643	1141152	1141179	28
6986	"chrIV"	1141408	1141459	"+"	1141410	0.564517570676592	0.403226836197566	1141410	1141457	48
6998	"chrIV"	1144387	1144649	"+"	1144596	5.43012139412722	0.913980828714482	1144451	1144648	198
6999	"chrIV"	1145067	1145169	"+"	1145085	11.4516421480109	4.46237698725306	1145069	1145088	20
7000	"chrIV"	1145241	1145443	"+"	1145253	1.8548434465088	0.510753992516916	1145253	1145335	83
7001	"chrIV"	1145508	1145527	"+"	1145527	0.268817890798377	0.161290734479026	1145525	1145527	3
7002	"chrIV"	1146215	1146884	"+"	1146270	51.2366899861707	25.2957635241273	1146266	1146305	40
7004	"chrIV"	1147599	1147617	"+"	1147600	0.268817890798377	0.161290734479026	1147600	1147610	11
7007	"chrIV"	1151273	1151275	"+"	1151275	13.5484216962382	13.5484216962382	1151275	1151275	1
7009	"chrIV"	1153850	1153861	"+"	1153851	0.241936101718539	0.134408945399189	1153851	1153860	10
7010	"chrIV"	1156618	1156704	"+"	1156630	7.33872841879569	2.12366133730718	1156630	1156664	35
7011	"chrIV"	1156795	1156911	"+"	1156872	0.295699679878215	0.241936101718539	1156798	1156872	75
7013	"chrIV"	1157514	1157841	"+"	1157834	1.80107986834913	0.564517570676592	1157566	1157834	269
7014	"chrIV"	1157903	1158009	"+"	1157909	0.967744406874157	0.725808305155618	1157909	1157919	11
7016	"chrIV"	1162288	1162702	"+"	1162329	9.13980828714482	2.41936101718539	1162317	1162483	167
